spanish,english
"No quiero sacar a relucir sin cesar la cuestión de este edificio, pero se trata de un problema grave.","I do not want to drag up the issue of this building endlessly, but this is a serious problem."
"Tomamos nota de su observación, señora Ahern.","Mrs Ahern, we have taken note of this."
"Permítame que le ruegue que comunique a los cuestores este caso particular, que afecta a los ventiladores de una planta concreta, ya que en realidad se trata de un asunto de su competencia.","I would ask you to bring this specific case, which has to do with the ventilators on a particular floor, to the attention of the Quaestors, who are, in fact, responsible for the matter."
"De todos modos, también lo pondremos en conocimiento de nuestros servicios.","We will also pass this on to our services, however."
"Muchas gracias.","Thank you very much."
"(El Acta queda aprobada)","(The Minutes were approved)"
"Reforma de la política europea de competencia","Reform of European competition policy"
"De conformidad con el orden del día, se procede al debate conjunto de los siguientes informes:","The next item is the joint debate on the following reports:"
"A5-0069/1999 del Sr. von Wogau, en nombre de la Comisión de Asuntos Económicos y Monetarios sobre el Libro Blanco de la Comisión sobre la modernización de las normas de aplicación de los artículos 85 y 86 del Tratado CE (COM(1999) 101 - C5-0105/1999 - 1999/2108(COS));","A5-0069/1999 by Mr von Wogau, on behalf of the Committee on Economic and Monetary Affairs, on the Commission White Paper on modernisation of the rules implementing Articles 85 and 86 of the EC Treaty [COM(1999) 101 - C5-0105/1999 - 1999/2108(COS)];"
"A5-0078/1999 del Sr. Rapkay, en nombre de la Comisión de Asuntos Económicos y Monetarios, sobre el XXVIII Informe de la Comisión Europea sobre la política de competencia - 1998 (SEC(1999) 743 - C5-121/1999 - 1999/2124(COS));","A5-0078/1999 by Mr Rapkay, on behalf of the Committee on Economic and Monetary Affairs, on the European Commission' s XXVIIIth Report on Competition Policy 1998 [SEK(1999) 743 - C5-0121/1999 - 1999/2124(COS)];"
"A5-0087/1999 del Sr. Jonckheer, en nombre de la Comisión de Asuntos Económicos y Monetarios, sobre el séptimo informe sobre ayudas estatales a la industria y a otros sectores en la Unión Europea (COM(1999) 148- C5-0107/1999 - 1999/2110(COS));","A5-0087/1999 by Mr Jonckheer, on behalf of the Committee on Economic and Monetary Affairs, on the seventh survey on state aid in the European Union in the manufacturing and certain other sectors. [COM(1999) 148 - C5-0107/1999 - 1999/2110(COS)] (Report 1995-1997);"
"A5-0073/1999 del Sr. Langen, en nombre de la Comisión de Asuntos Económicos y Monetarios, sobre el Informe de la Comisión sobre la aplicación en 1998 de la Decisión nº 2496/96/CECA, de 18 de diciembre de 1996, por la que se establecen normas comunitarias relativas a las ayudas estatales en favor de la siderurgia (Código de Ayudas a la Siderurgia) (COM(1999) 094 - C5-0104/1999 - 1999/2107(COS)).","A5-0073/1999 by Mr Langen, on behalf of the Committee on Economic and Monetary Affairs, on the Commission Report on the implementation in 1998 of Commission Decision No. 2496/96/ECSC of 18 December 1996 establishing Community rules for State aid to the steel industry (Steel Aid Code). [COM(1999) 94 - C5-0104/1999 - 1999/2107(COS)]."
"Señor Presidente, señor Comisario, Señorías, hoy celebramos un importante debate sobre la política de competencia de la Unión Europea.","Mr President, Commissioner, today we are engaged in an important debate about the European Union' s competition policy."
